,vor_id,TDLinx,type,channel,turnover_int,turnover_obs,card_machine,Latitude,Longitude
319,vor203,05455839,Pan / Cigarette Shop,Others,Rank F,Rank F,No,31.519891663,74.28757925
320,vor206,05455953,Pan / Cigarette Shop,Others,Rank F,Rank G,No,31.563405573,74.296401374
321,vor207,05456272,Pan / Cigarette Shop,Others,Rank F,Rank F,No,31.570868,74.290588181
322,vor204,05459647,Pan / Cigarette Shop,Others,Rank I,Rank H,No,31.530444304,74.29043575
323,vor236,05465302,General Store,Grocery,Rank H,Rank I,No,31.627664,74.304228
324,vor229,05470890,General Store,Grocery,Rank L,Rank K,Yes,31.518299349,74.304633202
325,vor181,05465524,General Store,Grocery,Rank I,Rank H,No,31.55187075,74.282857767
326,vor182,05468601,General Store,Grocery,Rank K,Rank J,No,31.557595316,74.281809328
327,vor206,05468423,General Store,Grocery,Rank K,Rank J,No,31.565609339,74.295794928
328,vor209,05468935,General Store,Grocery,Rank K,Rank I,No,31.613675283,74.29300326
329,vor182,05468595,General Store,Grocery,Rank H,Rank H,No,31.555959914,74.2832584
330,vor185,05464701,Kiryana Store,Grocery,Rank J,Rank I,No,31.60762404,74.272971097
331,vor186,05457602,Kiryana Store,Grocery,Rank H,Rank I,No,31.619532978,74.279978474
332,vor236,05468126,Confectionary Shop,Others,Refused To Answer,Rank M,No,31.629700728,74.30735206
333,vor235,05481052,Confectionary Shop,Others,,,,31.601774099,74.313696686
334,vor210,05455138,Kiryana Store,Grocery,Rank K,Rank L,No,31.614715248,74.286613407
335,vor209,05456178,Kiryana Store,Grocery,Refused To Answer,Rank J,No,31.607055798,74.285837592
336,vor179,05456590,Kiryana Store,Grocery,Rank J,Rank J,No,31.521233721,74.282064351
337,vor207,05474136,General Store,Grocery,Rank K,Rank J,No,31.570185166,74.299841263
338,vor186,05458733,Kiryana Store,Grocery,Rank G,Rank H,No,31.619614944,74.277209641
339,vor210,05462222,Kiryana Store,Grocery,Rank K,Rank K,No,31.615101414,74.295480395
340,vor206,05461358,General Store,Grocery,Refused To Answer,Rank H,No,31.555806762,74.299260354
341,vor210,05467519,Kiryana Store,Grocery,Rank G,Rank H,No,31.618259,74.296352
342,vor298,05458470,Kiryana Store,Grocery,Rank H,Rank H,No,31.484779393,74.363681259
343,vor298,05474912,Kiryana Store,Grocery,Rank G,Rank F,No,31.483993612,74.371405284
344,vor185,05465332,Kiryana Store,Grocery,,,,31.611168102,74.280825098
345,vor164,05455308,Kiryana Store,Grocery,Rank L,Rank K,No,31.609952292,74.266911044
346,vor206,05465928,General Store,Grocery,Rank J,Rank J,No,31.556081046,74.303133485
347,vor185,05464864,General Store,Grocery,Rank K,Rank J,No,31.60680235,74.271260582
348,vor235,05474704,General Store,Grocery,Rank K,Rank K,No,31.607199383,74.30971634
349,vor256,05474866,General Store,Grocery,Rank M,Rank L,No,31.554681275,74.324240624
350,vor207,05461188,Hawker / Vendor,Convenience,Rank O,Rank O,No,31.572957263,74.299989591
351,vor179,05467085,Corner Store,Grocery,Rank J,Rank K,No,31.510736485,74.273321265
352,vor206,05465526,General Store,Grocery,Rank I,Rank I,No,31.554841,74.295823
353,vor210,05455299,Hawker / Vendor,Convenience,Refused To Answer,Rank M,No,31.619564276,74.290224445
354,vor209,05458931,Corner Store,Grocery,Rank M,Rank J,No,31.612234726,74.293624668
355,vor198,05463780,Sweet Shops,Catering,Rank J,Rank J,No,31.434916017,74.293910046
356,vor236,05468110,General Store,Grocery,Refused To Answer,Rank J,No,31.629540049,74.308537808
357,vor206,05468436,General Store,Grocery,Rank I,Rank I,No,31.565195442,74.295960468
358,vor203,05455215,Super / Departmental Store,Grocery,Rank L,Rank M,Yes,31.517001312,74.294763221
359,vor210,05456627,Corner Store,Grocery,Rank K,Rank J,No,31.617247107,74.287210401
360,vor179,05464772,General Store,Grocery,Rank I,Rank I,No,31.518051646,74.277490511
361,vor254,05470178,General Store,Grocery,Rank J,Rank K,No,31.531873682,74.325430395
362,vor206,05468077,General Store,Grocery,Rank J,Rank I,No,31.559009571,74.292172414
363,vor185,05464680,General Store,Grocery,Rank K,Rank J,No,31.606425866,74.273632204
364,vor254,05470205,General Store,Grocery,Rank J,Rank I,No,31.536908838,74.321556648
365,vor230,05465860,General Store,Grocery,Rank I,Rank J,No,31.524787,74.305766
366,vor254,05471430,General Store,Grocery,Rank F,Rank D,Yes,31.537844113,74.330313629
367,vor232,05481764,General Store,Grocery,Rank L,Rank J,No,31.557417158,74.316976331
368,vor298,05481273,General Store,Grocery,Rank I,Rank I,No,31.485370612,74.367668057
369,vor232,05482024,General Store,Grocery,Refused To Answer,Rank J,No,31.557934164,74.311743955
370,vor186,05471170,Eating Places,Catering,Rank G,Rank J,No,31.617632359,74.27769971
371,vor179,05454520,Eating Places,Catering,Rank E,Rank J,No,31.508125,74.279937
372,vor182,05476860,General Store,Grocery,Rank F,Rank F,No,31.55862561,74.282138799
373,vor207,05457942,Eating Places,Catering,Rank H,Rank G,No,31.569369126,74.302528055
374,vor210,05458979,Kiosk,Catering,Rank I,Rank I,No,31.618538107,74.289206994
375,vor203,05454519,Eating Places,Catering,Rank M,Rank M,No,31.513392,74.298545
376,vor210,05454977,Kiosk,Catering,Refused To Answer,Rank J,No,31.618551032,74.289880028
377,vor182,05465542,General Store,Grocery,Rank J,Rank J,No,31.556481529,74.284758379
378,vor254,05470193,General Store,Grocery,Rank I,Rank I,No,31.531686617,74.321838404
379,vor229,05470884,General Store,Grocery,Rank K,Rank K,No,31.521256313,74.304949226
380,vor203,05470916,General Store,Grocery,Rank L,Rank L,No,31.521443784,74.303035865
381,vor206,05471499,General Store,Grocery,Rank G,Rank G,No,31.557744455,74.287525558
382,vor182,05471503,General Store,Grocery,Rank I,Rank I,No,31.55706663,74.284089205
383,vor232,05474155,General Store,Grocery,Rank J,Rank I,No,31.563227098,74.307478808
384,vor185,05456172,Confectionary Shop,Others,Rank N,Rank N,No,31.604276228,74.28028239
385,vor298,05458768,Confectionary Shop,Others,Rank M,Rank M,No,31.4891697,74.361835388
386,vor185,05459113,Confectionary Shop,Others,Rank L,Rank K,No,31.608378947,74.276159092
387,vor204,05465881,Confectionary Shop,Others,Rank L,Rank M,No,31.523957353,74.301545658
388,vor210,05467537,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.618469608,74.296768457
389,vor232,05487886,Pan / Cigarette Shop,Others,Rank E,Rank D,No,31.560286498,74.32097633
390,vor164,05457265,Pan / Cigarette Shop,Others,Rank J,Rank I,No,31.613558,74.265774
391,vor207,05461173,Pan / Cigarette Shop,Others,Rank H,Rank H,No,31.570207725,74.298973785
392,vor206,05461359,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.556013729,74.299027269
393,vor237,05468123,Kiryana Store,Grocery,Refused To Answer,Rank J,No,31.631009639,74.306916443
394,vor206,05474147,General Store,Grocery,Rank K,Rank K,No,31.566828301,74.301036658
395,vor235,05474703,General Store,Grocery,Rank H,Rank H,No,31.604671934,74.310297605
396,vor304,05499977,Kiryana Store,Grocery,Rank I,Rank I,No,31.578086,74.366575
397,vor207,05474121,General Store,Grocery,Rank L,Rank J,No,31.570112157,74.299179199
398,vor235,05474709,General Store,Grocery,Rank G,Rank G,No,31.610709399,74.310291446
399,vor235,05487434,Confectionary Shop,Others,Refused To Answer,Rank K,No,31.600255698,74.314945105
400,vor210,05496614,Confectionary Shop,Others,Rank L,Rank K,No,31.624445,74.2954
401,vor298,05457408,Confectionary Shop,Others,Rank N,Rank N,No,31.489413429,74.360386369
402,vor229,05475575,General Store,Grocery,Rank L,Rank K,No,31.518063077,74.30548251
403,vor237,05468119,Corner Store,Grocery,Refused To Answer,Rank J,No,31.631682785,74.308640984
404,vor185,05464698,Corner Store,Grocery,Rank L,Rank K,No,31.607137415,74.27283285
405,vor204,05465874,Sweet Shops,Catering,Rank L,Rank K,No,31.527216528,74.302216774
406,vor179,05465133,General Store,Grocery,Rank K,Rank K,No,31.515903545,74.277598097
407,vor206,05454318,Corner Store,Grocery,Rank L,Rank L,No,31.566041,74.292543
408,vor163,05466019,Corner Store,Grocery,Rank I,Rank I,No,31.599104326,74.246656389
409,vor186,05470693,Sweet Shops,Catering,Rank H,Rank G,No,31.617990755,74.283217668
410,vor210,05458976,Corner Store,Grocery,Rank J,Rank I,No,31.618412599,74.289117567
411,vor210,05455304,Hawker / Vendor,Convenience,Refused To Answer,Rank M,No,31.618853901,74.290038507
412,vor209,05457611,Hawker / Vendor,Convenience,Rank N,Rank M,No,31.611804486,74.293013893
413,vor204,05465873,General Store,Grocery,Rank L,Rank K,No,31.52502926,74.302661044
414,vor206,05465930,General Store,Grocery,Rank I,Rank I,No,31.556322642,74.301560907
415,vor304,05499976,Kiryana Store,Grocery,Rank J,Rank J,No,31.577956,74.365227
416,vor254,05502963,Kiryana Store,Grocery,Rank I,Rank H,No,31.525668717,74.327318999
417,vor259,05509900,Corner Store,Grocery,Rank H,Rank H,No,31.603249816,74.331555784
418,vor206,05474146,General Store,Grocery,Rank K,Rank J,No,31.568263414,74.298320369
419,vor182,05476876,General Store,Grocery,Rank I,Rank H,No,31.556246281,74.279125222
420,vor232,05487893,Eating Places,Catering,Rank F,Rank E,No,31.561249581,74.319892561
421,vor232,05487903,Eating Places,Catering,Rank H,Rank H,No,31.561046097,74.319307087
422,vor232,05490206,Eating Places,Catering,Rank I,Rank I,No,31.562996562,74.312192533
423,vor210,05455297,Kiosk,Catering,Rank L,Rank L,No,31.618245813,74.289530666
424,vor254,05468107,Eating Places,Catering,Rank I,Rank H,No,31.537607331,74.331785487
425,vor206,05474152,Kiosk,Catering,Rank L,Rank J,No,31.564832228,74.30077226
426,vor204,05465880,Eating Places,Catering,Rank J,Rank K,No,31.525034,74.301621
427,vor302,05500489,Eating Places,Catering,Rank H,Rank H,No,31.550774,74.370874
428,vor298,05483791,General Store,Grocery,Rank I,Rank I,No,31.480797884,74.366964709
429,vor206,05465926,General Store,Grocery,Rank J,Rank I,No,31.558225929,74.30240289
430,vor210,05464759,Eating Places,Catering,Rank E,Rank E,No,31.620881331,74.289979026
431,vor186,05455112,Kiosk,Catering,Rank I,Rank I,No,31.617781904,74.277604105
432,vor277,05475746,Kiosk,Catering,Rank I,Cannot Estimate,Yes,31.512974086,74.343190789
433,vor232,05483747,Eating Places,Catering,Rank H,Rank H,No,31.56612643,74.308865796
434,vor207,05474127,General Store,Grocery,Rank K,Rank I,No,31.570210971,74.299801905
435,vor254,05475793,General Store,Grocery,Rank I,Rank I,No,31.535590825,74.32857086
436,vor232,05474156,General Store,Grocery,Rank K,Rank K,No,31.565383314,74.306986593
437,vor203,05475599,General Store,Grocery,Rank J,Rank J,No,31.52083728,74.298602332
438,vor206,05454512,Confectionary Shop,Others,Rank L,Rank M,No,31.566438647,74.286584476
439,vor185,05454579,Confectionary Shop,Others,Rank O,Rank O,No,31.606498761,74.284611234
440,vor185,05454580,Confectionary Shop,Others,Rank O,Rank O,No,31.605889554,74.28476557
441,vor186,05457246,Confectionary Shop,Others,Rank N,Rank N,No,31.619133624,74.272987782
442,vor206,05458587,Confectionary Shop,Others,Rank L,Rank M,No,31.565925183,74.297112977
443,vor206,05465527,General Store,Grocery,Rank L,Rank L,No,31.554961,74.29378
444,vor255,05471448,General Store,Grocery,Rank I,Rank I,No,31.538416883,74.328732895
445,vor206,05471494,General Store,Grocery,Rank G,Rank H,No,31.555683604,74.286014912
446,vor203,05473516,General Store,Grocery,Rank M,Rank L,No,31.520956756,74.301644747
447,vor298,05483426,General Store,Grocery,Rank I,Rank I,No,31.483142826,74.363124508
448,vor298,05484122,General Store,Grocery,Rank I,Rank H,No,31.481361454,74.365597904
449,vor232,05484920,General Store,Grocery,Rank J,Rank I,No,31.554746542,74.313429664
450,vor207,05484943,General Store,Grocery,Rank I,Rank J,No,31.572240975,74.293833421
451,vor302,05500640,Hawker / Vendor,Convenience,Rank K,Rank K,No,31.551347429,74.360846591
452,vor232,05487908,General Store,Grocery,Rank G,Rank G,No,31.559311166,74.31763052
453,vor232,05487910,General Store,Grocery,Rank H,Rank H,No,31.559317096,74.317932843
454,vor298,05477612,General Store,Grocery,Rank K,Rank K,No,31.484892911,74.369005355
455,vor304,05498087,General Store,Grocery,Refused To Answer,Rank I,No,31.574158015,74.374851453
456,vor186,05498214,General Store,Grocery,Rank I,Rank I,No,31.618648981,74.264442893
457,vor235,05471303,General Store,Grocery,Refused To Answer,Rank I,No,31.60637116,74.312087405
458,vor298,05476034,General Store,Grocery,Rank I,Rank H,No,31.478952607,74.364765447
459,vor230,05465868,Corner Store,Grocery,Rank L,Rank K,No,31.526826737,74.304076701
460,vor182,05476871,General Store,Grocery,Rank J,Rank I,No,31.555192467,74.276877001
461,vor182,05476889,General Store,Grocery,Rank H,Rank H,No,31.557794345,74.283075086
462,vor232,05490100,General Store,Grocery,Rank E,Rank D,No,31.554249909,74.305228088
463,vor231,05490115,General Store,Grocery,Rank I,Rank H,No,31.551467241,74.312382574
464,vor327,05490342,General Store,Grocery,Rank J,Rank I,No,31.568276088,74.37534283
465,vor229,05490803,General Store,Grocery,Refused To Answer,Rank K,No,31.5222873,74.308519222
466,vor210,05496465,General Store,Grocery,Rank K,Rank J,No,31.623412,74.295334
467,vor297,05496735,General Store,Grocery,Rank J,Rank J,No,31.472250688,74.364845723
468,vor186,05497707,General Store,Grocery,Rank J,Rank J,No,31.619103672,74.268537412
469,vor237,05472741,General Store,Grocery,Rank J,Rank I,No,31.635638552,74.308004994
470,vor254,05474166,General Store,Grocery,Rank L,Rank K,No,31.525340115,74.326833581
471,vor182,05474170,General Store,Grocery,Rank I,Rank I,No,31.559065,74.284069
472,vor297,05497077,General Store,Grocery,Rank H,Rank H,No,31.474480708,74.365434077
473,vor297,05497125,General Store,Grocery,Rank G,Rank G,No,31.473968137,74.366268544
474,vor328,05498094,General Store,Grocery,Refused To Answer,Rank I,No,31.573457688,74.377085676
475,vor281,05502989,Kiryana Store,Grocery,Rank K,Rank I,No,31.572999561,74.347772198
476,vor259,05498032,Kiryana Store,Grocery,Refused To Answer,Rank H,No,31.611267579,74.328966032
477,vor281,05502998,Kiryana Store,Grocery,Rank K,Rank J,No,31.576619746,74.343939569
478,vor207,05484820,General Store,Grocery,Rank K,Rank J,No,31.570795225,74.288118322
479,vor298,05486544,General Store,Grocery,Rank J,Rank J,No,31.479584959,74.370887311
480,vor297,05513602,Kiryana Store,Grocery,Rank L,Rank K,No,31.466229168,74.359860028
481,vor304,05486792,General Store,Grocery,Rank J,Rank I,No,31.579354595,74.374688256
482,vor182,05476870,Soft Drinks Semi-Wholesalers,Grocery,Rank J,Rank K,No,31.553797,74.278449
483,vor232,05478616,General Store,Grocery,Rank H,Rank H,No,31.557122938,74.313425387
484,vor298,05483261,General Store,Grocery,Rank J,Rank J,No,31.48310306,74.368837619
485,vor232,05478619,General Store,Grocery,Rank K,Rank K,No,31.556393243,74.313241087
486,vor210,05465436,General Store,Grocery,Rank J,Rank J,No,31.619738771,74.288815734
487,vor202,05469438,General Store,Grocery,Rank H,Rank G,No,31.506106391,74.303214216
488,vor232,05482042,General Store,Grocery,Refused To Answer,Rank F,No,31.557899581,74.313517383
489,vor235,05481214,General Store,Grocery,Rank J,Rank J,No,31.601777705,74.312001742
490,vor230,05486524,General Store,Grocery,Rank O,Cannot Estimate,No,31.523754684,74.309012788
491,vor235,05487265,General Store,Grocery,Refused To Answer,Rank J,No,31.609032229,74.306575346
492,vor232,05478623,General Store,Grocery,Rank H,Rank H,Yes,31.556558964,74.311017639
493,vor185,05457423,Tea Stall,Others,Rank M,Rank M,No,31.610581001,74.269996737
494,vor186,05458243,Tea Stall,Others,Rank I,Rank J,No,31.615538213,74.276399448
495,vor186,05458408,Tea Stall,Others,Rank H,Rank I,No,31.615409808,74.271583178
496,vor235,05476816,Tea Stall,Others,Refused To Answer,Rank L,No,31.604593494,74.312768808
497,vor186,05497753,General Store,Grocery,Rank I,Rank I,No,31.619176176,74.265623476
498,vor186,05498212,General Store,Grocery,Rank I,Rank I,No,31.618702459,74.264446887
499,vor229,05512877,General Store,Grocery,Refused To Answer,Rank K,No,31.522085283,74.314377622
500,vor249,05487013,General Store,Grocery,,,,31.460533371,74.335336739
501,vor235,05487442,General Store,Grocery,Refused To Answer,Rank J,No,31.599619229,74.315352382
502,vor229,05490120,General Store,Grocery,Rank K,Rank J,No,31.519606,74.308302
503,vor232,05490201,General Store,Grocery,Rank K,Rank L,No,31.560654535,74.314101818
504,vor229,05490804,General Store,Grocery,Rank L,Rank J,No,31.522171448,74.306841036
505,vor254,05474177,General Store,Grocery,Rank K,Rank J,No,31.522924984,74.326627873
506,vor298,05475083,General Store,Grocery,Rank K,Rank K,No,31.48615438,74.370752741
507,vor231,05490953,General Store,Grocery,Refused To Answer,Rank J,No,31.551586066,74.3165403
508,vor186,05498179,General Store,Grocery,Rank F,Rank F,No,31.615153763,74.267076914
509,vor164,05498180,General Store,Grocery,Rank I,Rank I,No,31.615516591,74.264610589
510,vor233,05498363,General Store,Grocery,Rank J,Rank H,No,31.583680371,74.318684508
511,vor280,05497376,General Store,Grocery,Rank H,Rank H,No,31.567449234,74.356618307
512,vor186,05497733,General Store,Grocery,Rank I,Rank I,No,31.619089095,74.26744254
513,vor186,05498166,General Store,Grocery,Rank I,Rank I,No,31.618776196,74.264247836
514,vor231,05502900,General Store,Grocery,Rank J,Rank H,No,31.542650821,74.31975169
515,vor298,05510143,General Store,Grocery,Rank H,Rank H,No,31.477864351,74.357855041
516,vor232,05482020,General Store,Grocery,Rank G,Rank G,No,31.556234588,74.309831592
517,vor297,05497784,General Store,Grocery,Rank K,Rank K,No,31.474176801,74.362983049
518,vor235,05498074,General Store,Grocery,Refused To Answer,Rank J,No,31.606499,74.305245
519,vor185,05456281,Pan / Cigarette Shop,Others,Rank K,Rank I,No,31.605666891,74.284905939
520,vor206,05461336,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.553967615,74.301911744
521,vor206,05474151,Pan / Cigarette Shop,Others,Rank L,Rank J,No,31.565138021,74.301335111
